Passenger_ID,Survive,Honorific,First Name,Last Name,Unmarried Name,Gender,Age,Siblings/Spouses On Board,Parents/Kids On Board,Boarding_ID,Class,Ticket Number,Fare,Cabins,Embarked From
22184,True,Mr,Victor,Sunderland,NULL,male,16.0,0,0,16421,3,392089,8.05,NULL,Southampton
22185,False,Mr,James,Bracken,NULL,male,27.0,0,0,16422,2,220367,13.0,NULL,Southampton
22186,False,Mr,George,Green,NULL,male,51.0,0,0,16423,3,21440,8.05,NULL,Southampton
22187,False,Mr,Christo,Nenkoff,NULL,male,NULL,0,0,16424,3,349234,7.9,NULL,Southampton
22188,True,Mr,Frederick,Hoyt,NULL,male,38.0,1,0,16425,1,19943,90.0,C93,Southampton
22189,False,Mr,Karl,Berglund,NULL,male,22.0,0,0,16426,3,4348,9.35,NULL,Southampton
22190,True,Mr,William,Mellors,NULL,male,19.0,0,0,16427,2,751,10.5,NULL,Southampton
22191,False,Mr,John,Lovell,Henry,male,20.5,0,0,16428,3,521173,7.25,NULL,Southampton
22192,False,Mr,Arne,Fahlstrom,NULL,male,18.0,0,0,16429,2,236171,13.0,NULL,Southampton
22193,False,Miss,Mathilde,Lefebre,NULL,female,NULL,3,1,16383,3,4133,25.47,NULL,Southampton
22194,True,Mrs,Henry,Harris,Irene Wallach,female,35.0,1,0,16284,1,36973,83.48,C83,Southampton
22195,False,Mr,Bengt,Larsson,NULL,male,29.0,0,0,16430,3,347067,7.78,NULL,Southampton
22196,False,Mr,Ernst,Sjostedt,NULL,male,59.0,0,0,16431,2,237442,13.5,NULL,Southampton
22197,True,Miss,Lillian,Asplund,NULL,female,5.0,4,2,16247,3,347077,31.39,NULL,Southampton
22198,False,Mr,Robert,Leyson,NULL,male,24.0,0,0,16432,2,29566,10.5,NULL,Southampton
22199,False,Miss,Alice,Harknett,NULL,female,NULL,0,0,16433,3,6609,7.55,NULL,Southampton
22200,False,Mr,Stephen,Hold,NULL,male,44.0,1,0,16434,2,26707,26.0,NULL,Southampton
22201,True,Miss,Marjorie,Collyer,NULL,female,8.0,0,2,16435,2,31921,26.25,NULL,Southampton
22202,False,Mr,Frederick,Pengelly,NULL,male,19.0,0,0,16436,2,28665,10.5,NULL,Southampton
22203,False,Mr,George,Hunt,NULL,male,33.0,0,0,16437,2,1585,12.28,NULL,Southampton
22204,False,Miss,Thamine,Zabour,NULL,female,NULL,1,0,16331,3,2665,14.45,NULL,Cherbourg
22205,True,Miss,Katherine,Murphy,NULL,female,NULL,1,0,16438,3,367230,15.5,NULL,Queenstown
22206,False,Mr,Reginald,Coleridge,NULL,male,29.0,0,0,16439,2,14263,10.5,NULL,Southampton
22207,False,Mr,Matti,Maenpaa,NULL,male,22.0,0,0,16440,3,23101275,7.12,NULL,Southampton
22208,False,Mr,Sleiman,Attalah,NULL,male,30.0,0,0,16441,3,2694,7.22,NULL,Cherbourg
22209,False,Dr,William,Minahan,NULL,male,44.0,2,0,16442,1,19928,90.0,C78,Queenstown
22210,False,Miss,Agda,Lindahl,NULL,female,25.0,0,0,16443,3,347071,7.78,NULL,Southampton
22211,True,Mrs,William,Hamalainen,Anna,female,24.0,0,2,16444,2,250649,14.5,NULL,Southampton
22212,True,Mr,Richard,Beckwith,NULL,male,37.0,1,1,16445,1,11751,52.55,D35,Southampton
22213,False,Rev,Ernest,Carter,NULL,male,54.0,1,0,16446,2,244252,26.0,NULL,Southampton
22214,False,Mr,James,Reed,NULL,male,NULL,0,0,16447,3,362316,7.25,NULL,Southampton
22215,False,Mrs,Wilhelm,Strom,Elna Matilda Persson,female,29.0,1,1,16407,3,347054,10.46,G6,Southampton
22216,False,Mr,William,Stead,NULL,male,62.0,0,0,16448,1,113514,26.55,C87,Southampton
22217,False,Mr,William,Lobb,NULL,male,30.0,1,0,16449,3,53336,16.1,NULL,Southampton
22218,False,Mrs,Viktor,Rosblom,Helena Wilhelmina,female,41.0,0,2,16450,3,370129,20.21,NULL,Southampton
22219,True,Mrs,Darwis,Touma,Hanne Youssef Razi,female,29.0,0,2,16451,3,2650,15.25,NULL,Cherbourg
22220,True,Mrs,Gertrude,Thorne,NULL,female,NULL,0,0,16452,1,17585,79.2,NULL,Cherbourg
22221,True,Miss,Gladys,Cherry,NULL,female,30.0,0,0,16453,1,110152,86.5,B77,Southampton
22222,True,Miss,Anna,Ward,NULL,female,35.0,0,0,16454,1,17755,512.33,NULL,Cherbourg
22223,True,Mrs,Lutie,Parrish,Lutie Davis,female,50.0,0,1,16455,2,230433,26.0,NULL,Southampton
22224,False,Mr,Thomas,Smith,NULL,male,NULL,0,0,16456,3,384461,7.75,NULL,Queenstown
22225,True,Master,Edvin,Asplund,NULL,male,3.0,4,2,16247,3,347077,31.39,NULL,Southampton
22226,False,Mr,Emil,Taussig,NULL,male,52.0,1,1,16457,1,110413,79.65,E67,Southampton
22227,False,Mr,William,Harrison,NULL,male,40.0,0,0,16458,1,112059,0.0,B94,Southampton
22228,False,Miss,Delia,Henry,NULL,female,NULL,0,0,16459,3,382649,7.75,NULL,Queenstown
22229,False,Mr,David,Reeves,NULL,male,36.0,0,0,16460,2,17248,10.5,NULL,Southampton
22230,False,Mr,Ernesti,Panula,NULL,male,16.0,4,1,16272,3,3101295,39.69,NULL,Southampton
22231,True,Mr,Ernst,Persson,NULL,male,25.0,1,0,16461,3,347083,7.78,NULL,Southampton
22232,True,Mrs,William,Graham,Edith Junkins,female,58.0,0,1,16462,1,17582,153.46,C125,Southampton
22233,True,Miss,Amelia,Bissette,NULL,female,35.0,0,0,16463,1,17760,135.63,C99,Southampton
22234,False,Mr,Alexander,Cairns,NULL,male,NULL,0,0,16464,1,113798,31.0,NULL,Southampton
22235,True,Mr,William,Tornquist,NULL,male,25.0,0,0,16386,3,NULL,0.0,NULL,Southampton
22236,True,Mrs,Elizabeth,Mellinger,Elizabeth Anne Maidment,female,41.0,0,1,16465,2,250644,19.5,NULL,Southampton
22237,False,Mr,Charles,Natsch,NULL,male,37.0,0,1,16466,1,17596,29.7,C118,Cherbourg
22238,True,Miss,Hanora,Healy,NULL,female,NULL,0,0,16467,3,370375,7.75,NULL,Queenstown
22239,True,Miss,Kornelia,Andrews,NULL,female,63.0,1,0,16468,1,13502,77.96,D7,Southampton
22240,False,Miss,Augusta,Lindblom,NULL,female,45.0,0,0,16469,3,347073,7.75,NULL,Southampton
22241,False,Mr,Francis,Parkes,NULL,male,NULL,0,0,16470,2,239853,0.0,NULL,Southampton
22242,False,Master,Eric,Rice,NULL,male,7.0,4,1,16239,3,382652,29.12,NULL,Queenstown
22243,True,Mrs,Stanton,Abbott,Rosa Hunt,female,35.0,1,1,16471,3,2673,20.25,NULL,Southampton
22244,False,Mr,Frank,Duane,NULL,male,65.0,0,0,16472,3,336439,7.75,NULL,Queenstown
22245,False,Mr,Nils,Olsson,NULL,male,28.0,0,0,16473,3,347464,7.85,NULL,Southampton
22246,False,Mr,Alfons,de Pelsmaeker,NULL,male,16.0,0,0,16474,3,345778,9.5,NULL,Southampton
22247,True,Mr,Edward,Dorking,NULL,male,19.0,0,0,16475,3,510482,8.05,NULL,Southampton
22248,False,Mr,Richard,Smith,NULL,male,NULL,0,0,16476,1,113056,26.0,A19,Southampton
22249,False,Mr,Ivan,Stankovic,NULL,male,33.0,0,0,16477,3,349239,8.66,NULL,Cherbourg
22250,True,Mr,Theodore,de Mulder,NULL,male,30.0,0,0,16478,3,345774,9.5,NULL,Southampton
22251,False,Mr,Penko,Naidenoff,NULL,male,22.0,0,0,16479,3,349206,7.9,NULL,Southampton
22252,True,Mr,Masabumi,Hosono,NULL,male,42.0,0,0,16480,2,237798,13.0,NULL,Southampton
22253,True,Miss,Kate,Connolly,NULL,female,22.0,0,0,16481,3,370373,7.75,NULL,Queenstown
22254,True,Miss,Ellen,Barber,NULL,female,26.0,0,0,16482,1,19877,78.85,NULL,Southampton
22255,True,Mrs,Dickinson,Bishop,Helen Walton,female,19.0,1,0,16483,1,11967,91.08,B49,Cherbourg
22256,False,Mr,Rene,Levy,NULL,male,36.0,0,0,16484,2,2163,12.88,D,Cherbourg
22257,False,Miss,Aloisia,Haas,NULL,female,24.0,0,0,16485,3,349236,8.85,NULL,Southampton
22258,False,Mr,Ivan,Mineff,NULL,male,24.0,0,0,16486,3,349233,7.9,NULL,Southampton
22259,False,Mr,Ervin,Lewy,NULL,male,NULL,0,0,16487,1,17612,27.72,NULL,Cherbourg
22260,False,Mr,Mansour,Hanna,NULL,male,23.5,0,0,16488,3,2693,7.23,NULL,Cherbourg
22261,False,Miss,Helen,Allison,NULL,female,2.0,1,2,16489,1,113781,151.55,C22 C26,Southampton
22262,True,Mr,Adolphe,Saalfeld,NULL,male,NULL,0,0,16490,1,19988,30.5,C106,Southampton
22263,True,Mrs,James,Baxter,Helene DeLaudeniere Chaput,female,50.0,0,1,16337,1,17558,247.52,B58 B60,Cherbourg
22264,True,Miss,Anna,Kelly,NULL,female,NULL,0,0,16491,3,9234,7.75,NULL,Queenstown
22265,True,Mr,Bernard,McCoy,NULL,male,NULL,2,0,16492,3,367226,23.25,NULL,Queenstown
22266,False,Mr,William,Johnson,NULL,male,19.0,0,0,16386,3,NULL,0.0,NULL,Southampton
22267,True,Miss,Nora,Keane,NULL,female,NULL,0,0,16493,2,226593,12.35,E101,Queenstown
22268,False,Mr,Howard,Williams,NULL,male,NULL,0,0,16494,3,52466,8.05,NULL,Southampton
22269,True,Master,Hudson,Allison,NULL,male,0.92,1,2,16489,1,113781,151.55,C22 C26,Southampton
22270,True,Miss,Margaret,Fleming,NULL,female,NULL,0,0,16495,1,17421,110.88,NULL,Cherbourg
22271,True,Mrs,Victor,Penasco y Castellana,Maria Josefa Perez de Soto y Vallejo,female,17.0,1,0,16496,1,17758,108.9,C65,Cherbourg
22272,False,Mr,Samuel,Abelson,NULL,male,30.0,1,0,16497,2,3381,24.0,NULL,Cherbourg
22273,True,Miss,Laura,Francatelli,NULL,female,30.0,0,0,16498,1,17485,56.93,E36,Cherbourg
22274,True,Miss,Margaret,Hays,NULL,female,24.0,0,0,16499,1,11767,83.16,C54,Cherbourg
22275,True,Miss,Emily,Ryerson,NULL,female,18.0,2,2,16500,1,17608,262.38,B57 B59 B63 B66,Cherbourg
22276,False,Mrs,William,Lahtinen,Anna Sylfven,female,26.0,1,1,16501,2,250651,26.0,NULL,Southampton
22277,False,Mr,Ignjac,Hendekovic,NULL,male,28.0,0,0,16502,3,349243,7.9,NULL,Southampton
22278,False,Mr,Benjamin,Hart,NULL,male,43.0,1,1,16503,2,13529,26.25,NULL,Southampton
22279,True,Miss,Helmina,Nilsson,NULL,female,26.0,0,0,16504,3,347470,7.85,NULL,Southampton
22280,True,Mrs,Sinai,Kantor,Miriam Sternin,female,24.0,1,0,16319,2,244367,26.0,NULL,Southampton
22281,False,Dr,Ernest,Moraweck,NULL,male,54.0,0,0,16505,2,29011,14.0,NULL,Southampton
22282,True,Miss,Mary,Wick,NULL,female,31.0,0,2,16506,1,36928,164.87,C7,Southampton
22283,True,Mrs,Frederic,Spedden,Margaretta Corning Stone,female,40.0,1,1,16507,1,16966,134.5,E34,Cherbourg
22284,False,Mr,Samuel,Dennis,NULL,male,22.0,0,0,16508,3,521172,7.25,NULL,Southampton
22285,False,Mr,Yoto,Danoff,NULL,male,27.0,0,0,16509,3,349219,7.9,NULL,Southampton
22286,True,Miss,Hilda,Slayter,NULL,female,30.0,0,0,16510,2,234818,12.35,NULL,Queenstown
22287,True,Mrs,Albert,Caldwell,Sylvia Mae Harbaugh,female,22.0,1,1,16299,2,248738,29.0,NULL,Southampton
22288,False,Mr,George,Sage,NULL,male,NULL,8,2,16371,3,2343,69.55,NULL,Southampton
22289,True,Miss,Marie,Young,NULL,female,36.0,0,0,16511,1,17760,135.63,C32,Cherbourg
22290,False,Mr,Johan,Nysveen,NULL,male,61.0,0,0,16512,3,345364,6.24,NULL,Southampton
22291,True,Mrs,Ada,Ball,Ada E Hall,female,36.0,0,0,16513,2,28551,13.0,D,Southampton
22292,True,Mrs,Frank,Goldsmith,Emily Alice Brown,female,31.0,1,1,16376,3,363291,20.52,NULL,Southampton
22293,True,Miss,Jean,Hippach,NULL,female,16.0,0,1,16514,1,111361,57.98,B18,Cherbourg
22294,True,Miss,Agnes,McCoy,NULL,female,NULL,2,0,16492,3,367226,23.25,NULL,Queenstown
22295,False,Mr,Austen,Partner,NULL,male,45.5,0,0,16515,1,113043,28.5,C124,Southampton
22296,False,Mr,George,Graham,NULL,male,38.0,0,1,16462,1,17582,153.46,C91,Southampton
22297,False,Mr,Leo,Vander Planke,NULL,male,16.0,2,0,16260,3,345764,18.0,NULL,Southampton
22298,True,Mrs,Henry,Frauenthal,Clara Heinsheimer,female,NULL,1,0,16516,1,17611,133.65,NULL,Southampton
22299,False,Mr,Mitto,Denkoff,NULL,male,NULL,0,0,16517,3,349225,7.9,NULL,Southampton
22300,False,Mr,Thomas,Pears,NULL,male,29.0,1,0,16363,1,113776,66.6,C2,Southampton
22301,True,Miss,Elizabeth,Burns,NULL,female,41.0,0,0,16507,1,16966,134.5,E40,Cherbourg
22302,True,Mr,Karl,Dahl,NULL,male,45.0,0,0,16518,3,7598,8.05,NULL,Southampton
22303,False,Mr,Stephen,Blackwell,NULL,male,45.0,0,0,16519,1,113784,35.5,T,Southampton
22304,True,Master,Edmond,Navratil,NULL,male,2.0,1,1,16360,2,230080,26.0,F2,Southampton
22305,True,Miss,Alice,Fortune,NULL,female,24.0,3,2,16249,1,19950,263.0,C23 C25 C27,Southampton
22306,False,Mr,Erik,Collander,NULL,male,28.0,0,0,16520,2,248740,13.0,NULL,Southampton
22307,False,Mr,Charles,Sedgwick,NULL,male,25.0,0,0,16521,2,244361,13.0,NULL,Southampton
22308,False,Mr,Stanley,Fox,NULL,male,36.0,0,0,16522,2,229236,13.0,NULL,Southampton
22309,True,Miss,Amelia,Brown,NULL,female,24.0,0,0,16523,2,248733,13.0,F33,Southampton
22310,True,Miss,Marion,Smith,NULL,female,40.0,0,0,16524,2,31418,13.0,NULL,Southampton
22311,True,Mrs,Thomas,Davison,Mary E Finck,female,NULL,1,0,16525,3,386525,16.1,NULL,Southampton
22312,True,Master,William,Coutts,NULL,male,3.0,1,1,16526,3,37671,15.9,NULL,Southampton
22313,False,Mr,Jovan,Dimic,NULL,male,42.0,0,0,16527,3,315088,8.66,NULL,Southampton
22314,False,Mr,Nils,Odahl,NULL,male,23.0,0,0,16528,3,7267,9.22,NULL,Southampton
22315,False,Mr,Fletcher,Williams-Lambert,NULL,male,NULL,0,0,16529,1,113510,35.0,C128,Southampton
22316,False,Mr,Tannous,Elias,NULL,male,15.0,1,1,16530,3,2695,7.23,NULL,Cherbourg
22317,False,Mr,Josef,Arnold-Franchi,NULL,male,25.0,1,0,16271,3,349237,17.8,NULL,Southampton
22318,False,Mr,Wazli,Yousif,NULL,male,NULL,0,0,16531,3,2647,7.22,NULL,Cherbourg
22319,False,Mr,Leo,Vanden Steen,NULL,male,28.0,0,0,16532,3,345783,9.5,NULL,Southampton
22320,True,Miss,Elsie,Bowerman,NULL,female,22.0,0,1,16377,1,113505,55.0,E33,Southampton
22321,False,Miss,Annie,Funk,NULL,female,38.0,0,0,16533,2,237671,13.0,NULL,Southampton
22322,True,Miss,Mary,McGovern,NULL,female,NULL,0,0,16534,3,330931,7.88,NULL,Queenstown
22323,True,Miss,Helen,Mockler,NULL,female,NULL,0,0,16535,3,330980,7.88,NULL,Queenstown
22324,False,Mr,Wilhelm,Skoog,NULL,male,40.0,1,4,16285,3,347088,27.9,NULL,Southampton
22325,False,Mr,Sebastiano,del Carlo,NULL,male,29.0,1,0,16536,2,2167,27.72,NULL,Cherbourg
22326,False,Mrs,Catherine,Barbara,Catherine David,female,45.0,0,1,16537,3,2691,14.45,NULL,Cherbourg
22327,False,Mr,Adola,Asim,NULL,male,35.0,0,0,16538,3,3101310,7.05,NULL,Southampton
22328,False,Mr,Thomas,O'Brien,NULL,male,NULL,1,0,16391,3,370365,15.5,NULL,Queenstown
22329,False,Mr,Mauritz,Adahl,NULL,male,30.0,0,0,16539,3,7076,7.25,NULL,Southampton
22330,True,Mrs,Frank,Warren,Anna Sophia Atkinson,female,60.0,1,0,16540,1,110813,75.25,D37,Cherbourg
22331,True,Mrs,Mantoura,Moussa,Mantoura Boulos,female,NULL,0,0,16541,3,2626,7.23,NULL,Cherbourg
22332,True,Miss,Annie,Jermyn,NULL,female,NULL,0,0,16542,3,14313,7.75,NULL,Queenstown
22333,True,Mme,Leontine,Aubart,NULL,female,24.0,0,0,16543,1,17477,69.3,B35,Cherbourg
22334,True,Mr,George,Harder,NULL,male,25.0,1,0,16544,1,11765,55.44,E50,Cherbourg
22335,False,Mr,Jakob,Wiklund,NULL,male,18.0,1,0,16545,3,3101267,6.5,NULL,Southampton
22336,False,Mr,William,Beavan,NULL,male,19.0,0,0,16546,3,323951,8.05,NULL,Southampton
22337,False,Mr,Sante,Ringhini,NULL,male,22.0,0,0,16511,1,17760,135.63,NULL,Cherbourg
22338,False,Miss,Stina,Palsson,NULL,female,3.0,3,1,16230,3,349909,21.08,NULL,Southampton
22339,True,Mrs,Edgar,Meyer,Leila Saks,female,NULL,1,0,16256,1,17604,82.17,NULL,Cherbourg
22340,True,Miss,Aurora,Landergren,NULL,female,22.0,0,0,16547,3,7077,7.25,NULL,Southampton
22341,False,Mr,Harry,Widener,NULL,male,27.0,0,2,16548,1,113503,211.5,C82,Cherbourg
22342,False,Mr,Tannous,Betros,NULL,male,20.0,0,0,16549,3,2648,4.01,NULL,Cherbourg
22343,False,Mr,Karl,Gustafsson,NULL,male,19.0,0,0,16550,3,347069,7.78,NULL,Southampton
22344,True,Miss,Rosalie,Bidois,NULL,female,42.0,0,0,16551,1,17757,227.52,NULL,Cherbourg
22345,True,Miss,Maria,Nakid,Mary,female,1.0,0,2,16552,3,2653,15.74,NULL,Cherbourg
22346,False,Mr,Juho,Tikkanen,NULL,male,32.0,0,0,16553,3,23101293,7.92,NULL,Southampton
22347,True,Mrs,Alexander,Holverson,Mary Aline Towner,female,35.0,1,0,16257,1,113789,52.0,NULL,Southampton
22348,False,Mr,Vasil,Plotcharsky,NULL,male,NULL,0,0,16554,3,349227,7.9,NULL,Southampton
22349,False,Mr,Charles,Davies,NULL,male,18.0,0,0,16293,2,14879,73.5,NULL,Southampton
22350,False,Master,Sidney,Goodwin,NULL,male,1.0,5,2,16281,3,2144,46.9,NULL,Southampton
22351,True,Miss,Kate,Buss,NULL,female,36.0,0,0,16555,2,27849,13.0,NULL,Southampton
22352,False,Mr,Matthew,Sadlier,NULL,male,NULL,0,0,16556,3,367655,7.73,NULL,Queenstown
22353,True,Miss,Bertha,Lehmann,NULL,female,17.0,0,0,16557,2,1748,12.0,NULL,Cherbourg
22354,True,Mr,William,Carter,NULL,male,36.0,1,2,16558,1,113760,120.0,B96 B98,Southampton
22355,True,Mr,Carl,Jansson,NULL,male,21.0,0,0,16559,3,350034,7.8,NULL,Southampton
22356,False,Mr,Johan,Gustafsson,NULL,male,28.0,2,0,16560,3,3101277,7.92,NULL,Southampton
22357,True,Miss,Marjorie,Newell,NULL,female,23.0,1,0,16416,1,35273,113.28,D36,Cherbourg
22358,True,Mrs,Hjalmar,Sandstrom,Agnes Charlotta Bengtsson,female,24.0,0,2,16233,3,9549,16.7,G6,Southampton
22359,False,Mr,Erik,Johansson,NULL,male,22.0,0,0,16561,3,350052,7.8,NULL,Southampton
22360,False,Miss,Elina,Olsson,NULL,female,31.0,0,0,16562,3,350407,7.85,NULL,Southampton
22361,False,Mr,Peter,McKane,NULL,male,46.0,0,0,16563,2,28403,26.0,NULL,Southampton
22362,False,Dr,Alfred,Pain,NULL,male,23.0,0,0,16564,2,244278,10.5,NULL,Southampton
22363,True,Mrs,William,Trout,Jessie L,female,28.0,0,0,16565,2,240929,12.65,NULL,Southampton
22364,True,Mr,Juha,Niskanen,NULL,male,39.0,0,0,16566,3,23101289,7.92,NULL,Southampton
22365,False,Mr,John,Adams,NULL,male,26.0,0,0,16567,3,341826,8.05,NULL,Southampton
22366,False,Miss,Mari,Jussila,NULL,female,21.0,1,0,16568,3,4137,9.82,NULL,Southampton
22367,False,Mr,Pekka,Hakkarainen,NULL,male,28.0,1,0,16355,3,23101279,15.85,NULL,Southampton
22368,False,Miss,Marija,Oreskovic,NULL,female,20.0,0,0,16569,3,315096,8.66,NULL,Southampton
22369,False,Mr,Shadrach,Gale,NULL,male,34.0,1,0,16570,2,28664,21.0,NULL,Southampton
22370,False,Mr,Carl/Charles,Widegren,NULL,male,51.0,0,0,16571,3,347064,7.75,NULL,Southampton
22371,True,Master,William,Richards,NULL,male,3.0,1,1,16572,2,29106,18.75,NULL,Southampton
22372,False,Mr,Hans,Birkeland,NULL,male,21.0,0,0,16573,3,312992,7.78,NULL,Southampton
22373,False,Miss,Ida,Lefebre,NULL,female,NULL,3,1,16383,3,4133,25.47,NULL,Southampton
22374,False,Mr,Todor,Sdycoff,NULL,male,NULL,0,0,16574,3,349222,7.9,NULL,Southampton
22375,False,Mr,Henry,Hart,NULL,male,NULL,0,0,16575,3,394140,6.86,NULL,Queenstown
22376,True,Miss,Daisy,Minahan,NULL,female,33.0,1,0,16442,1,19928,90.0,C78,Queenstown
22377,False,Mr,Alfred,Cunningham,NULL,male,NULL,0,0,16470,2,239853,0.0,NULL,Southampton
22378,True,Mr,Johan,Sundman,NULL,male,44.0,0,0,16576,3,23101269,7.92,NULL,Southampton
22379,False,Mrs,Thomas,Meek,Annie Louise Rowley,female,NULL,0,0,16577,3,343095,8.05,NULL,Southampton
22380,True,Mrs,James,Drew,Lulu Thorne Christian,female,34.0,1,1,16578,2,28220,32.5,NULL,Southampton
22381,True,Miss,Lyyli,Silven,NULL,female,18.0,0,2,16579,2,250652,13.0,NULL,Southampton
22382,False,Mr,William,Matthews,NULL,male,30.0,0,0,16580,2,28228,13.0,NULL,Southampton
22383,False,Miss,Catharina,Van Impe,NULL,female,10.0,0,2,16581,3,345773,24.15,NULL,Southampton
22384,False,Mr,Stanio,Gheorgheff,NULL,male,NULL,0,0,16582,3,349254,7.9,NULL,Cherbourg
22385,False,Mr,David,Charters,NULL,male,21.0,0,0,16583,3,513032,7.73,NULL,Queenstown
22386,False,Mr,Leo,Zimmerman,NULL,male,29.0,0,0,16584,3,315082,7.88,NULL,Southampton
22387,False,Mrs,Ernst,Danbom,Anna Sigrid Maria Brogren,female,28.0,1,1,16585,3,347080,14.4,NULL,Southampton
22388,False,Mr,Viktor,Rosblom,NULL,male,18.0,1,1,16450,3,370129,20.21,NULL,Southampton
22389,False,Mr,Phillippe,Wiseman,NULL,male,NULL,0,0,16586,3,434244,7.25,NULL,Southampton
22390,True,Mrs,Charles,Clarke,Ada Maria Winfield,female,28.0,1,0,16587,2,2003,26.0,NULL,Southampton
22391,True,Miss,Kate,Phillips,Mrs Kate Louise Phillips Marshall,female,19.0,0,0,16588,2,250655,26.0,NULL,Southampton
22392,False,Mr,James,Flynn,NULL,male,NULL,0,0,16589,3,364851,7.75,NULL,Queenstown
22393,True,Mr,Berk,Pickard,Berk Trembisky,male,32.0,0,0,16590,3,392078,8.05,E10,Southampton
22394,True,Mr,Mauritz,Bjornstrom-Steffansson,NULL,male,28.0,0,0,16591,1,110564,26.55,C52,Southampton
22395,True,Mrs,Percival,Thorneycroft,Florence Kate White,female,NULL,1,0,16592,3,376564,16.1,NULL,Southampton
22396,True,Mrs,Charles,Louch,Alice Adelaide Slow,female,42.0,1,0,16593,2,3085,26.0,NULL,Southampton
22397,False,Mr,Nikolai,Kallio,NULL,male,17.0,0,0,16594,3,23101274,7.12,NULL,Southampton
22398,False,Mr,William,Silvey,NULL,male,50.0,1,0,16595,1,13507,55.9,E44,Southampton
22399,True,Miss,Lucile,Carter,NULL,female,14.0,1,2,16558,1,113760,120.0,B96 B98,Southampton
22400,False,Miss,Doolina,Ford,NULL,female,21.0,2,2,16307,3,6608,34.38,NULL,Southampton
22401,True,Mrs,Sidney,Richards,Emily Hocking,female,24.0,2,3,16572,2,29106,18.75,NULL,Southampton
22402,False,Mr,Mark,Fortune,NULL,male,64.0,1,4,16249,1,19950,263.0,C23 C25 C27,Southampton
22403,False,Mr,Johan,Kvillner,NULL,male,31.0,0,0,16596,2,18723,10.5,NULL,Southampton
22404,True,Mrs,Benjamin,Hart,Esther Ada Bloomfield,female,45.0,1,1,16503,2,13529,26.25,NULL,Southampton
